Service,Description,Micro Category,Macro Category,Service Category,Discounted Price,Original Price,Location,Hours,Discounted?
Pedicure + Scrub,,Specialty Pedicure,Pedicure,Nails,,31,Tootsie Toes,"Mon-Sat 10am-7:30pm, Sun 10am-7pm",FALSE
Deluxe Pedicure,,Specialty Pedicure,Pedicure,Nails,,43,Tootsie Toes,"Mon-Sat 10am-7:30pm, Sun 10am-7pm",FALSE
Deluxe Spa Pedicure,,Specialty Pedicure,Pedicure,Nails,,35,Sutter Nails,"Mon-Sat 9:30am-7:30pm, Sun 9:30am-7pm",FALSE
Sutter Spa Pedicure,,Specialty Pedicure,Pedicure,Nails,,50,Sutter Nails,"Mon-Sat 9:30am-7:30pm, Sun 9:30am-7pm",FALSE
Soothing Soy Milk Pedicure,"Pure & simple. These award-winning products are full of proteins and amino acids that will hydrate and regenerate your skin, a perfect service to nurture and soothe your hands and feet.",Specialty Pedicure,Pedicure,Nails,,41,Vanity Beauty Lounge,Mon-Fri 11am-7pm,FALSE
Pure Pomegranate Pedicure,"Loaded with antioxidants, this premium service is the perfect additive for your hands and toes. Not only will your skin look vibrant and healthy, you’ll also feel like a goddess.",Specialty Pedicure,Pedicure,Nails,,48,Vanity Beauty Lounge,Mon-Fri 11am-7pm,FALSE
Luxurious Lavender & Vanilla Candle Pedicure,"We light a fragrant soy candle at the beginning of your service, which later turns into a melted lotion which we smooth right onto your hands and feet. This relaxing aromatherapy service uses pure essential oils and natural raw ingredients to relax and balance the senses.",Specialty Pedicure,Pedicure,Nails,,58,Vanity Beauty Lounge,Mon-Fri 11am-7pm,FALSE
Sexy Soles Pedicure,"We slough, buff, and moisturize your tattered tootsies for ultimate relief in this specialized lemongrass scented foot treatment. This service includes callus treatment and paraffin.",Specialty Pedicure,Pedicure,Nails,,68,Vanity Beauty Lounge,Mon-Fri 11am-7pm,FALSE
Deep Tissue Massage (60 min),,Deep Tissue Massage,Massage,Spa,,60,Cascade Nail & Spa,Mon-Sun 10am-10pm,FALSE
Deep Tissue Massage (90 min),,Deep Tissue Massage,Massage,Spa,,90,Cascade Nail & Spa,Mon-Sun 10am-10pm,FALSE
Therapeutic Deep Tissue Massage (60 min),A full body or specifically focused sophisticated massage using a variety of methods. Includes trigger point therapy and myofascial techniques to release deep-seated muscular tension and fascial restrictions that cause stress in the body. Ideal for guests experienced in massage.,Deep Tissue Massage,Massage,Spa,,115,Cocoon Urban Day Spa,"Tues-Fri 10am-8pm, Sat-Mon 10am-6pm",FALSE
Manicure,,Base Manicure,Manicure,Nails,,17,Boniva Nail Spa,"Tues-Sat 10am - 7pm, Sun 10am-6pm",FALSE
Warm Lotion Manicure,,Base Manicure,Manicure,Nails,,16,Cascade Nail & Spa,"Mon-Fri 10am-7:30pm, Sat-Sun 10am-7pm ",FALSE
Classic Manicure,"A personalized hand care treatment, including nail shaping, cuticle care, moisturizing, massage, hot towel service, and polish.",Base Manicure,Manicure,Nails,,20,Castro Nail Salon,Mon-Sun 10am-7pm,FALSE
French Manicure,"A personalized hand care treatment, including nail shaping, cuticle care, moisturizing, massage, hot towel service, and polish.",French Manicure,Manicure,Nails,,25,Castro Nail Salon,Mon-Sun 10am-7pm,FALSE
French Hands,,French Manicure,Manicure,Nails,,20,Castro Nail Salon,Mon-Sun 10am-7pm,FALSE
Manicure,,Base Manicure,Manicure,Nails,,15,City Famous Nail Spa,Mon-Sat 10am-7pm,FALSE
Spa Mani,"After shaping and cuticle care enjoy a moisturizing hand cream, hot towels and polish selection.",Base Manicure,Manicure,Nails,,25,Cocoon Urban Day Spa,"Tues-Fri 10am-8pm, Sat-Mon 10am-6pm",FALSE
Manicure,,Base Manicure,Manicure,Nails,,12,Diane Nails Care,"Mon-Fri 10:30am-8pm, Sat 10am-7:30pm, Sun 10am-7pm",FALSE
Manicure,,Base Manicure,Manicure,Nails,,15,Doan's Nail,Mon-Sat 10am-7pm,FALSE
Manicure,,Base Manicure,Manicure,Nails,,16,Elegant Nails Salon,Mon - Sun 9am-7:30pm,FALSE
Warm Lotion Manicure,,Base Manicure,Manicure,Nails,,15,Fingertips Nail Salon,Mon - Sat 9:30am-7:30pm,FALSE
French Manicure,,French Manicure,Manicure,Nails,,17,Fingertips Nail Salon,Mon - Sat 9:30am-7:30pm,FALSE
Manicure,,Base Manicure,Manicure,Nails ,,13,Forever Nails by Kim,"Mon-Tues 9am-7pm, Thurs-Sun 9am-7pm",FALSE
Student - Manicure (10% off),,Base Manicure,Manicure,Nails ,11.7,13,Forever Nails by Kim,"Mon-Tues 9am-7pm, Thurs-Sun 9am-7pm",TRUE
Regular Manicure,,Base Manicure,Manicure,Nails,,15,Four Seasons Nail & Spa,"Mon-Sat 9:30am-7:30pm, Sun 9:30AM-6:30pm",FALSE
French Manicure,,French Manicure,Manicure,Nails,,18,Four Seasons Nail & Spa,"Mon-Sat 9:30am-7:30pm, Sun 9:30AM-6:30pm",FALSE
Manicure,,Base Manicure,Manicure,Nails,,12,Gelous Nails,"Mon-Sat 9:30am-7:30pm, Sun 10am-7pm",FALSE
French Manicure,,French Manicure,Manicure,Nails,,15,Gelous Nails,"Mon-Sat 9:30am-7:30pm, Sun 10am-7pm",FALSE
Classic Manicure,,Base Manicure,Manicure,Nails,,18,Gentle Nails Salon,Mon-Sat 10am-7:30pm,FALSE
Manicure,,Base Manicure,Manicure,Nails,,15,Green Spa & Nail,"Mon-Sat 10am-7:30pm, Sun 10am-7pm",FALSE
Manicure,,Base Manicure,Manicure,Nails,,15,Haight Street Nails,"Mon-Tues 10:30am-7pm. Wed-Sat 10:30am-7:30pm, Sun 10:30am-6:30pm",FALSE
French Manicure,,French Manicure,Manicure,Nails,,28,Haight Street Nails,"Mon-Tues 10:30am-7pm. Wed-Sat 10:30am-7:30pm, Sun 10:30am-6:30pm",FALSE
Classic Mani ,"Experience a soothing manicure and at the hands of an expert technician.  We'll cut and file your nails, clean and trim your cuticles, and paint your fingers so you can paint the town.",Base Manicure,Manicure,Nails,,25,Hand Job Spa,"Mon-Sat 10am-8pm, Sun 11am-7pm",FALSE
Classic Manicure,"Cut, nail shaping, cuticle grooming, warm lotion, massage. color polish, nail strenghtening treatment",Base Manicure,Manicure,Nails,,15,It's M3 Time Nail Salon,"Mon-Fri 10am-7:30pm, Sat 10am-7pm, Sun 11am-6:30pm",FALSE
Spa Mani,"Shaping & cuticle care, Moisturizing massage with warm lotion, Hot towel
",Base Manicure,Manicure,Nails,,12,JoJe Nail Spa,"Mon-Sat 10am-7:30pm, Sun 10am-7pm",FALSE
Manicure,,Base Manicure,Manicure,Nails,,16,Joli Bijou Salon,"Tues-Sat 10am-7pm, Sun 10am-6pm",FALSE
Manicure,,Base Manicure,Manicure,Nails,,15,KT Nails,Wed-Mon 10am-7:30pm,FALSE
Polish Up Manicure,"This essential mani includes a hydrating hand soak, clipping, cuticle pushing & buffing/polishing to perfection",Base Manicure,Manicure,Nails,,30,La Petite Nail Shop,"Mon 11am-7pm, Tues 10am-7pm, Wed 11am-7pm, Thurs-Sun 10am-7pm",FALSE
Classic Manicure,"As you relax, we will perform polish removal, clip and file your nails, groom your cuticles, followed by a mango lotion massage, topped with a shiny polish of your color choice",Base Manicure,Manicure,Nails,,20,Lotus Nail Salon,"Mon-Sat 10am-7:30pm, Sun 10:30am-7pm",FALSE
LUX Manicure,"This not-so-basic manicure includes nail shaping, cuticle care, an aromatherapy scrub, a relaxing and moisturizing hand massage with warmed lotion and polish.",Base Manicure,Manicure,Nails,,30,LUX SF,"Sun-Fri 10am-9pm, Sat 10am-7pm",FALSE
Manicure,,Base Manicure,Manicure,Nails,,15,Mani-Pedi Beauty Spa,"Mon-Sat 10am-7:30pm, Sun 10am-7pm",FALSE
Manicure,,Base Manicure,Manicure,Nails,,15,Mimosa Nails,Mon-Sun 10am-7pm,FALSE
Classic Manicure,This treatment includes nail grooming and massage. The service is finished with a natural buff or polish. ,Base Manicure,Manicure,Nails,,28,Mizu Spa,"Tues-Thurs 11am-7pm, Fri-Sat 10am-7pm, Sun 10am-6pm",FALSE
Manicure,,Base Manicure,Manicure,Nails,,14,Nail Today,"Mon-Sat 9:30am-7:30pm, Sun 10am-7pm",FALSE
Manicure,,Base Manicure,Manicure,Nails,,10,Nailtastic Salon,Mon-Sat 10am-7pm,FALSE
Manicure,,Base Manicure,Manicure,Nails,,15,Nali Nails & Spa,"Mon-Sat 9:30am-7:30pm, Sun 10am-7pm",FALSE
Classic Mani,,Base Manicure,Manicure,Nails,,18,Nels Beauty Salon,Mon-Sun 10:30am-7:30pm,FALSE
Manicure,,Base Manicure,Manicure,Nails,,15,Oliviana Nail Spa,Mon-Sun 9am-9pm,FALSE
Classic Manicure,Our basic manicure is accompanied by a rose francais scented relaxing soak followed by perfect trimming and a smoothing and nourishing hot cream massage to encourage circulation and nourishment of your skin.,Base Manicure,Manicure,Nails,,14,Pampered Hands Salon,"Mon-Fri 9am-7pm, Sat 10am-5pm ",FALSE
Manicure,,Base Manicure,Manicure,Nails,,15,Pearly Nails,"Mon 10am-7pm, Wed-Sun 10am-7pm",FALSE
Classic Mani French Gel,,French Gel Manicure,Manicure,Nails,,45,Polish Nail & Beauty Spa,Tues-Sun 10am-7pm,FALSE
Classic Mani,,Base Manicure,Manicure,Nails,,20,Polish Nail & Beauty Spa,Tues-Sun 10am-7pm,FALSE
Express Mani,,Base Manicure,Manicure,Nails,,17,Polished Nest,"Tues-Fri 11am-7pm, Sat-Sun 10am-6pm",FALSE
Classic Manicure,,Base Manicure,Manicure,Nails,,20,Polished Nest,"Tues-Fri 11am-7pm, Sat-Sun 10am-6pm",FALSE
Basic Mani,"Trim, file, cuticle care, warm lotion massage, warm towel steam, buff, and polish",Base Manicure,Manicure,Nails,,25,Q Spa,"Mon-Fri 11am-7:30pm, Sat 10am-7pm, Sun 10am-6pm",FALSE
Manicure,,Base Manicure,Manicure,Nails,,13,Relax Nails,"Mon-Sat 10am-7:30pm, Sun 10am-7pm",FALSE
Manicure,,Base Manicure,Manicure,Nails,,12,Richmond Nail Salon,Mon-Sun 10am-7pm,FALSE
Essential Manicure,"This treatment includes filing, shaping, and cuticle maintenance with essential fragrance oil finishing with a warm hand massage",Base Manicure,Manicure,Nails,,15,Rosy Heels,Mon-Sat 9:30am-7pm,FALSE
Warm Lotion Manicure,,Base Manicure,Manicure,Nails,,15,Sensi Luxury Nails & Spa,"Tues-Thurs 11am-7:30pm, Sat-Sun 10:30am-7pm",FALSE
Classic Manicure,"Cut, file, cuticle grooming,  massage with lavender massage oil, philosophy lotion will be apply to moisturize your skin, polish then cuticle treated with jojoba oil.",Base Manicure,Manicure,Nails,,19,SF Nail Bar,"Tues-Fri 11am-7:30pm, Sat-Sun 10am-7pm",FALSE
Warm Lotion Manicure,,Base Manicure,Manicure,Nails,,25,Silk Day Spa,"Mon-Fri 9:30am-7:30pm, Sat 9am-7pm, Sun 10am-6pm",FALSE
Express Manicure,,Base Manicure,Manicure,Nails,,18,Silk Day Spa,"Mon-Fri 9:30am-7:30pm, Sat 9am-7pm, Sun 10am-6pm",FALSE
Basic Manicure,"The service includes dipping your hands in warm mixing essential oil. We complete this experience with nail trimming, filing, cuticle nipping and warm lotion massage. Finish with a natural buff or polish. ",Base Manicure,Manicure,Nails,,15,Simply Unique Nails,"Mon-Fri 10am-8pm, Sat 10am-7pm, Sun 11am-6:30pm",FALSE
Soubella Mani,Hot stone massage with shea butter lotion,Base Manicure,Manicure,Nails,,18,Soubella Nails Spa,Tues-Sun 10am-7:30pm,FALSE
Manicure,,Base Manicure,Manicure,Nails,,18,Sweeties Salon,"Wed-Sat 10:30am-7:30pm, Sun 10:30am-7pm, Mon 10:30am-7:30pm",FALSE
Reg. Manicure,,Base Manicure,Manicure,Nails,,17,The  Nail Room,"Mon-Fri 10:30am-7pm, Sat-Sun 10am-7pm",FALSE
Reg. Manicure with Gel Removal,,Base Manicure,Manicure,Nails,,22,The  Nail Room,"Mon-Fri 10:30am-7pm, Sat-Sun 10am-7pm",FALSE
Standard Manicure,,Base Manicure,Manicure,Nails,,15,White Daisy Nail Spa,"Mon-Sat 9am-7pm, Sun 9:30am-6pm",FALSE
Reg Manicure,,Base Manicure,Manicure,Nails,,16,Tootsie Toes,"Mon-Sat 10am-7:30pm, Sun 10am-7pm",FALSE
Manicure & Pedi,,Base Mani Pedi,Mani Pedi,Nails,40,44,Boniva Nail Spa,"Tues-Sat 10am - 7pm, Sun 10am-6pm",TRUE
Warm Lotion Mani & Pedi,,Base Mani Pedi,Mani Pedi,Nails,35,41,Cascade Nail & Spa,"Mon-Fri 10am-7:30pm, Sat-Sun 10am-7pm ",TRUE
Classic Manicure and Pedicure ,"A personalized hand care treatment, including nail shaping, cuticle care, moisturizing, massage, hot towel service, and polish as well as a personalized foot care treatment, including nail shaping, cuticle care, moisturizing massage, hot towel service and polish.",Base Mani Pedi,Mani Pedi,Nails,45,50,Castro Nail Salon,Mon-Sun 10am-7pm,TRUE
Mid-day Manicure and Pedicure,,Base Mani Pedi,Mani Pedi,Nails,40,50,Castro Nail Salon,Mon-Thurs 10am-2pm,TRUE
Mani+Pedi Combo,,Base Mani Pedi,Mani Pedi,Nails,35,40,City Famous Nail Spa,Mon-Sat 10am-7pm,TRUE
Spa Combo Mani & Pedi,"After shaping and cuticle care enjoy a moisturizing hand cream, hot towels and polish selection. For pedicure, start with a soothing, awakening red-current and white tea foot-bath, followed by a thorough exfoliation, shaping, cuticle care and a moisturizing foot rub.",Base Mani Pedi,Mani Pedi,Nails,60,65,Cocoon Urban Day Spa,"Tues-Fri 10am-8pm, Sat-Mon 10am-6pm",TRUE
Mani & Pedi,,Base Mani Pedi,Mani Pedi,Nails,32,34,Diane Nails Care,"Mon-Fri 10:30am-8pm, Sat 10am-7:30pm, Sun 10am-7pm",TRUE
Manicure & Pedicure,,Base Mani Pedi,Mani Pedi,Nails,35,37,Doan's Nail,Mon-Sat 10am-7pm,TRUE
Manicure & Pedicure,,Base Mani Pedi,Mani Pedi,Nails,36,41,Elegant Nails Salon,Mon - Sun 9am-7:30pm,TRUE
Student - Mani & Pedi (10% off),,Base Mani Pedi,Mani Pedi,Nails ,27,30,Forever Nails by Kim,"Mon-Tues 9am-7pm, Thurs-Sun 9am-7pm",TRUE
Mani & Pedi,,Base Mani Pedi,Mani Pedi,Nails ,,30,Forever Nails by Kim,"Mon-Tues 9am-7pm, Thurs-Sun 9am-7pm",FALSE
Regular Spa Pedicure & Manicure,,Base Mani Pedi,Mani Pedi,Nails,35,40,Four Seasons Nail & Spa,"Mon-Sat 9:30am-7:30pm, Sun 9:30AM-6:30pm",TRUE
Manicure & Pedicure,,Base Mani Pedi,Mani Pedi,Nails,32,34,Gelous Nails,"Mon-Sat 9:30am-7:30pm, Sun 10am-7pm",TRUE
Classic Mani + Pedi,,Base Mani Pedi,Mani Pedi,Nails,40,43,Gentle Nails Salon,Mon-Sat 10am-7:30pm,TRUE
Manicure & Pedicure,,Base Mani Pedi,Mani Pedi,Nails,35,40,Green Spa & Nail,"Mon-Sat 10am-7:30pm, Sun 10am-7pm",TRUE
Mani Pedi,,Base Mani Pedi,Mani Pedi,Nails,35,40,Haight Street Nails,"Mon-Tues 10:30am-7pm. Wed-Sat 10:30am-7:30pm, Sun 10:30am-6:30pm",TRUE
Classic Mani + Pedi,,Base Mani Pedi,Mani Pedi,Nails,35,40,It's M3 Time Nail Salon,"Mon-Fri 10am-7:30pm, Sat 10am-7pm, Sun 11am-6:30pm",TRUE
Spa Mani-Pedi Combo,"Spa Mani - Shaping & cuticle care, Moisturizing massage with warm lotion, Hot towel, Spa Pedi - Warm special foot bath, Shaping & cuticle care, Sugar scrub, Callus removal, Foot moisturizing with warm lotion, Leg massage, Paraffin treatment",Base Mani Pedi,Mani Pedi,Nails,30,32,JoJe Nail Spa,"Mon-Sat 10am-7:30pm, Sun 10am-7pm",TRUE
Mani + Pedi Package,,Base Mani Pedi,Mani Pedi,Nails,38,41,Joli Bijou Salon,"Tues-Sat 10am-7pm, Sun 10am-6pm",TRUE
Manicure & Spa Pedicure,,Base Mani Pedi,Mani Pedi,Nails,38,40,KT Nails,Wed-Mon 10am-7:30pm,TRUE
Polish Up Mani + Not So Basic Pedi,"Mani - This essential mani includes a hydrating hand soak, clipping, cuticle pushing & buffing/polishing to perfection. Pedi - This can't-go-wrong pedicure includes a softening soak, clipping, trimming, buffing & very articulate painting (no massage)",Base Mani Pedi,Mani Pedi,Nails,,70,La Petite Nail Shop,"Mon 11am-7pm, Tues 10am-7pm, Wed 11am-7pm, Thurs-Sun 10am-7pm",FALSE
Combo Manicure + Pedicure ,Includes hot stone massage,Base Mani Pedi,Mani Pedi,Nails,38,40,Mani-Pedi Beauty Spa,"Mon-Sat 10am-7:30pm, Sun 10am-7pm",TRUE
Classic Manicure/Pedicure Combo,This treatment includes nail grooming and massage. The service is finished with a natural buff or polish. Includes a diamond buff and soak. Followed by a soothing massage. Service is finished with a natural buff or polish to perfection. ,Base Mani Pedi,Mani Pedi,Nails,57,66,Mizu Spa,"Tues-Thurs 11am-7pm, Fri-Sat 10am-7pm, Sun 10am-6pm",TRUE
Manicure & Pedicure,,Base Mani Pedi,Mani Pedi,Nails,35,36,Nail Today,"Mon-Sat 9:30am-7:30pm, Sun 10am-7pm",TRUE
Spa Massage Chair Mani & Pedi,,Base Mani Pedi,Mani Pedi,Nails,35,36,Nail Today,"Mon-Sat 9:30am-7:30pm, Sun 10am-7pm",TRUE
Mani Pedi,,Base Mani Pedi,Mani Pedi,Nails,36,40,Nali Nails & Spa,"Mon-Sat 9:30am-7:30pm, Sun 10am-7pm",TRUE
Classic Mani-Pedi Combo,,Base Mani Pedi,Mani Pedi,Nails,40,46,Nels Beauty Salon,Mon-Sun 10:30am-7:30pm,TRUE
Manicure + Pedicure,,Base Mani Pedi,Mani Pedi,Nails,35,39,Pearly Nails,"Mon 10am-7pm, Wed-Sun 10am-7pm",TRUE
Warm Lotion Manicure & Pedicure,,Base Mani Pedi,Mani Pedi,Nails,,40,Fingertips Nail Salon,Mon - Sat 9:30am-7:30am,FALSE
Classic Mani Pedi,"Experience a soothing manicure and pedicure at the hands of an expert technician.  We'll cut and file your nails, clean and trim your cuticles, and paint your fingers and toes so you can paint the town.",Base Mani Pedi,Mani Pedi,Nails,,60,Hand Job Spa,"Mon-Sat 10am-8pm, Sun 11am-7pm",FALSE
Classic Manicure & Pedicure,"As you relax, we will perform polish removal, clip and file your nails, groom your cuticles, followed by a mango lotion massage, topped with a shiny polish of your color choice. First, we provide a warm bath with fresh ment leaves and lemon slices for your feet. As you sit back and relax, we will remove polish, cut and file nails, groom cuticle, following with sugar scrub, mango lotion massage and hot stone to give your feet the pampering it deserves before we put on your favorite color of choice.",Base Mani Pedi,Mani Pedi,Nails,,50,Lotus Nail Salon,"Mon-Sat 10am-7:30pm, Sun 10:30am-7pm",FALSE
LUX Manicure & Pedicure,"This not-so-basic manicure includes nail shaping, cuticle care, an aromatherapy scrub, a relaxing and moisturizing hand massage with warmed lotion and polish. This not-so-basic pedicure includes nail shaping, cuticle care, an aromatherapy scrub, callus buffing a relaxing and moisturizing massage with warmed lotion and polish.",Base Mani Pedi,Mani Pedi,Nails,,70,LUX SF,"Sun-Fri 10am-9pm, Sat 10am-7pm",FALSE
Manicure & Pedicure,,Base Mani Pedi,Mani Pedi,Nails,,30,Nailtastic Salon,Mon-Sat 10am-7pm,FALSE
Manicure & Pedicure,,Base Mani Pedi,Mani Pedi,Nails,,45,Oliviana Nail Spa,Mon-Sun 9am-9pm,FALSE
Classic Manicure & Pedicure,Our basic manicure and pedicure is accompanied by a rose francais scented relaxing soak followed by perfect trimming and a smoothing and nourishing hot cream massage to encourage circulation and nourishment of your skin.,Base Mani Pedi,Mani Pedi,Nails,,39,Pampered Hands Salon,"Mon-Fri 9am-7pm, Sat 10am-5pm ",FALSE
Classic Mani/Pedi Pair,,Base Mani Pedi,Mani Pedi,Nails,48,50,Polish Nail & Beauty Spa,Tues-Sun 10am-7pm,TRUE
Express Mani + Classic Pedi Combo,"Early Bird Discount - Need to make appointment and mention ""Early bird"" for it to apply",Base Mani Pedi,Mani Pedi,Nails,38,47,Polished Nest,"Tues-Fri 11am-4pm, Sat-Sun 10am-1pm",TRUE
Express Mani Pedi Combo,,Base Mani Pedi,Mani Pedi,Nails,38,43,Polished Nest,"Tues-Fri 11am-7pm, Sat-Sun 10am-6pm",TRUE
Classic Mani Pedi Combo,,Base Mani Pedi,Mani Pedi,Nails,,46,Polished Nest,"Tues-Fri 11am-7pm, Sat-Sun 10am-6pm",FALSE
Basic Mani & Pedi,"Trim, file, cuticle care, warm lotion massage, warm towel steam, buff, and polish",Base Mani Pedi,Mani Pedi,Nails,,55,Q Spa,"Mon-Fri 11am-7:30pm, Sat 10am-7pm, Sun 10am-6pm",FALSE
Manicure & Pedicure,,Base Mani Pedi,Mani Pedi,Nails,,35,Relax Nails,"Mon-Sat 10am-7:30pm, Sun 10am-7pm",FALSE
Manicure - Pedicure,,Base Mani Pedi,Mani Pedi,Nails,28,32,Richmond Nail Salon,Mon-Sun 10am-7pm,TRUE
Essential Manicure & Pedicure,"This treatment includes filing, shaping, and cuticle maintenance with essential fragrance oil finishing with a warm hand massage. Sooth your tired, aching feet with a refreshing sea salt foot bath followed by gentle buffing, filing, and cuticle shaping finished off with a warm lotion massage.",Base Mani Pedi,Mani Pedi,Nails,,40,Rosy Heels,Mon-Sat 9:30am-7pm,FALSE
Classic Manicure & Pedicure,,Base Mani Pedi,Mani Pedi,Nails,,35,Sensi Luxury Nails & Spa,"Tues-Thurs 11am-7:30pm, Sat-Sun 10:30am-7pm",FALSE
Classic Mani-Deluxe Pedi,"Describe your service here. What makes it great? Use short catchy text to tell people what you offer, and the benefits they will receive. A great description gets readers in the mood, and makes them more likely to go ahead and book.",Base Mani Pedi,Mani Pedi,Nails,47,48,SF Nail Bar,"Tues-Fri 11am-7:30pm, Sat-Sun 10am-7pm",TRUE
Regular Manicure,,Base Manicure,Manicure,Nails,,15,Sutter Nails,"Mon-Sat 9:30am-7:30pm, Sun 9:30am-7pm",FALSE
Vanity Lavender Manicure,Far from a basic service – we’ll offer to clean your ring and place a heated lavender neck wrap on your shoulders to increase relaxation while you experience our signature nail treatment.,Base Manicure,Manicure,Nails,,26,Vanity Beauty Lounge,Mon-Fri 11am-7pm,FALSE
Waxing - Bikini,,Bikini,Waxing,Hair Removal,,35,Hand Job Spa,"Mon-Sat 10am-8pm, Sun 11am-7pm",FALSE
Waxing - Bikini,,Bikini,Waxing,Hair Removal,,20,JoJe Nail Spa,"Mon-Sat 10am-7:30pm, Sun 10am-7pm",FALSE
Waxing - Bikini,,Bikini,Waxing,Hair Removal,,20,KT Nails,Wed-Mon 10am-7:30pm,FALSE
Waxing - Bikini,,Bikini,Waxing,Hair Removal,,35,La Petite Nail Shop,"Mon 11am-7pm, Tues 10am-7pm, Wed 11am-7pm, Thurs-Sun 10am-7pm",FALSE
Waxing - Bikini,,Bikini,Waxing,Hair Removal,,30,Lotus Nail Salon,"Mon-Sat 10am-7:30pm, Sun 10:30am-7pm",FALSE
Waxing - Extended Bikini Basic,,Bikini,Waxing,Hair Removal,,35,Lotus Nail Salon,"Mon-Sat 10am-7:30pm, Sun 10:30am-7pm",FALSE
Waxing - Bikini,,Bikini,Waxing,Hair Removal,,20,Mani-Pedi Beauty Spa,"Mon-Sat 10am-7:30pm, Sun 10am-7pm",FALSE
Waxing - Bikini Line,,Bikini,Waxing,Hair Removal,,20+,Nail Today,"Mon-Sat 9:30am-7:30pm, Sun 10am-7pm",FALSE
