Service,Description,Micro Category,Macro Category,Service Category,Discounted Price,Original Price,Location,Hours,Discounted?
Fiberglass/Acryllic Fill,"This service needs to be done every 2-3 weeks after a new full set has been put on. Due to the growth of natural nails, fill-in is necessary to maintain a healthy and beautiful set of nails, and your diet can affect the length of time between fills. (A healthy diet promotes nail growth.) Approximately 40 minutes. ",Acrylic Fill,Acrylic,Nails,,35,Simply Unique Nails,"Mon-Fri 10am-8pm, Sat 10am-7pm, Sun 11am-6:30pm",FALSE
Acrylic Fill,,Acrylic Fill,Acrylic,Nails,,35,White Daisy Nail Spa,"Mon-Sat 9am-7pm, Sun 9:30am-6pm",FALSE
Gel Fill,,Acrylic Gell Fill,Acrylic,Nails,,45,White Daisy Nail Spa,"Mon-Sat 9am-7pm, Sun 9:30am-6pm",FALSE
Fill Ins Acrylic,,Acrylic Fill,Acrylic,Nails,,40,Sutter Nails,"Mon-Sat 9:30am-7:30pm, Sun 9:30am-7pm",FALSE
Acrylic Fill,,Acrylic Fill,Acrylic,Nails,,30+,Sunset Nails,"Mon-Fri 10am-7pm, Sun 10am-6pm",FALSE
White Tip Acrylic,,Acrylic French,Acrylic,Nails,,45,Fingertips Nail Salon,Mon - Sat 9:30am-7:30pm,FALSE
White tip Acryllic Fill,,Acrylic French Fill,Acrylic,Nails,,30,Fingertips Nail Salon,Mon - Sat 9:30am-7:30pm,FALSE
Pink and White Full Set,,Acrylic French Full-Set,Acrylic,Nails,,40,Nailtastic Salon,Mon-Sat 10am-7pm,FALSE
Pink and White Fill,,Acrylic French Fill,Acrylic,Nails,,30,Nailtastic Salon,Mon-Sat 10am-7pm,FALSE
Pink & white new set,,Acrylic French Full-Set,Acrylic,Nails,,60,Rosy Heels,Mon-Sat 9:30am-7pm,FALSE
Pink & White Full Set,,Acrylic French Full-Set,Acrylic,Nails,,50,White Daisy Nail Spa,"Mon-Sat 9am-7pm, Sun 9:30am-6pm",FALSE
Gel White & Pink Full Set,,Acrylic French Full-Set,Acrylic,Nails,,60,White Daisy Nail Spa,"Mon-Sat 9am-7pm, Sun 9:30am-6pm",FALSE
Acrylic Full-Set,,Acrylic Full-Set,Acrylic,Nails,,30,Doan's Nail,Mon-Sat 10am-7pm,FALSE
Acrylic Full-Set,,Acrylic Full-Set,Acrylic,Nails,,45+,Elegant Nails Salon,Mon - Sun 9am-7:30pm,FALSE
Acrylic Set,,Acrylic Full-Set,Acrylic,Nails,,40,Fingertips Nail Salon,Mon - Sat 9:30am-7:30pm,FALSE
Acrylic Gel Nails,,Acrylic Gel Full-Set,Acrylic,Nails,,50,Fingertips Nail Salon,Mon - Sat 9:30am-7:30pm,FALSE
Acryllic Full-Set,,Acrylic Full-Set,Acrylic,Nails,,45+,Gentle Nails Salon,Mon-Sat 10am-7:30pm,FALSE
Acrylic Gel Set,,Acrylic Gel Full-Set,Acrylic,Nails,,60+,Gentle Nails Salon,Mon-Sat 10am-7:30pm,FALSE
Full Set - Gel Color,,Acrylic Gel Full-Set,Acrylic,Nails,,50,KT Nails,Wed-Mon 10am-7:30pm,FALSE
Full Set - Regular Color,,Acrylic Full-Set,Acrylic,Nails,,40,KT Nails,Wed-Mon 10am-7:30pm,FALSE
Full Set Acrylic,,Acrylic Full-Set,Acrylic,Nails,,40+,Nail Today,"Mon-Sat 9:30am-7:30pm, Sun 10am-7pm",FALSE
Acryllic Full Set,,Acrylic Full-Set,Acrylic,Nails,,20,Nailtastic Salon,Mon-Sat 10am-7pm,FALSE
Gel Full Set,,Acrylic Gel Full-Set,Acrylic,Nails,,25,Nailtastic Salon,Mon-Sat 10am-7pm,FALSE
Full Set w/ Gel Polish,,Acrylic Gel Full-Set,Acrylic,Nails,,35,Nailtastic Salon,Mon-Sat 10am-7pm,FALSE
Acryllic Full Set,,Acrylic Full-Set,Acrylic,Nails,,35,Nali Nails & Spa,"Mon-Sat 9:30am-7:30pm, Sun 10am-7pm",FALSE
Acryllic Full set Gel,,Acrylic Gel Full-Set,Acrylic,Nails,,35+,Oliviana Nail Spa,Mon-Sun 9am-9pm,FALSE
Acryllic new set pink & white,,Acrylic French Full-Set,Acrylic,Nails,,60,Pampered Hands Salon,"Mon-Fri 9am-7pm, Sat 10am-5pm ",FALSE
Acryllic fill in pink & white,,Acrylic French Fill,Acrylic,Nails,,35+,Pampered Hands Salon,"Mon-Fri 9am-7pm, Sat 10am-5pm ",FALSE
Acrylllic new set ,,Acrylic Full-Set,Acrylic,Nails,,40+,Pampered Hands Salon,"Mon-Fri 9am-7pm, Sat 10am-5pm ",FALSE
Acrylllic new set gel,,Acrylic Gel Full-Set,Acrylic,Nails,,45,Pampered Hands Salon,"Mon-Fri 9am-7pm, Sat 10am-5pm ",FALSE
Acryllic Gel Fill in,,Acrylic Gel Fill,Acrylic,Nails,,30,Pampered Hands Salon,"Mon-Fri 9am-7pm, Sat 10am-5pm ",FALSE
Acrylic new set,,Acrylic Full-Set,Acrylic,Nails,,45,Rosy Heels,Mon-Sat 9:30am-7pm,FALSE
Fiberglass/Acrylic Full set,"This service includes the applying of artificial nails with acrylic and fiberglass powder from OPI, shaping, buffing and massaging hands with warm cream, then nails are polished to accent your personal style. Approximately 1 hour. ",Acrylic Full-Set,Acrylic,Nails,,45,Simply Unique Nails,"Mon-Fri 10am-8pm, Sat 10am-7pm, Sun 11am-6:30pm",FALSE
Acrylic Full Set,,Acrylic Full-Set,Acrylic,Nails,,45,White Daisy Nail Spa,"Mon-Sat 9am-7pm, Sun 9:30am-6pm",FALSE
Full Set Acrylic,,Acrylic Full-Set,Acrylic,Nails,,40,Sutter Nails,"Mon-Sat 9:30am-7:30pm, Sun 9:30am-7pm",FALSE
Full Set Acrylic Gel on top,,Acrylic Gel Full-Set,Acrylic,Nails,,60,Sutter Nails,"Mon-Sat 9:30am-7:30pm, Sun 9:30am-7pm",FALSE
Acrylic Full Set,,Acrylic Full-Set,Acrylic,Nails,,40+,Sunset Nails,"Mon-Fri 10am-7pm, Sun 10am-6pm",FALSE
Take Off Fill-in,,Acrylic Removal,Acrylic,Nails,,10,Fingertips Nail Salon,Mon - Sat 9:30am-7:30pm,FALSE
Acrylic Removal,,Acrylic Removal,Acrylic,Nails,,10,It's M3 Time Nail Salon,"Mon-Fri 10am-7:30pm, Sat 10am-7pm, Sun 11am-6:30pm",FALSE
Take Off Acryllic,,Acrylic Removal,Acrylic,Nails,,8,Nailtastic Salon,Mon-Sat 10am-7pm,FALSE
Acryllic Take off,,Acrylic Removal,Acrylic,Nails,,35+,Pampered Hands Salon,"Mon-Fri 9am-7pm, Sat 10am-5pm ",FALSE
Acrylic Removal,,Acrylic Removal,Acrylic,Nails,,15,Soubella Nails Spa,Tues-Sun 10am-7:30pm,FALSE
Acrylic Take off,,Acrylic Removal,Acrylic,Hair Removal,,10,White Daisy Nail Spa,"Mon-Sat 9am-7pm, Sun 9:30am-6pm",FALSE
Nail Repair (per nail),,Acrylic Repair,Acrylic,Nails,,5,Fingertips Nail Salon,Mon - Sat 9:30am-7:30pm,FALSE
Nail Repair/Broken,,Acrylic Repair,Acrylic,Nails,,3+,KT Nails,Wed-Mon 10am-7:30pm,FALSE
Acryllic Cut down,,Add-on,Acrylic,Nails,,5,Pampered Hands Salon,"Mon-Fri 9am-7pm, Sat 10am-5pm ",FALSE
Acne Facial (60 min),"With gentle extractions, this treatment uses antibacterial and anti-inflammatory enzymes to regenerate skin prone to impurities and oils. Calms breakout, leaving skin smoother and cleaner. ",Acne Facial,Facial,Spa,,125,Mizu Spa,"Tues-Thurs 11am-7pm, Fri-Sat 10am-7pm, Sun 10am-6pm",FALSE
Men's Wax - Abdomen,,Abdomen,Men's Waxing,Hair Removal,,28,Cocoon Urban Day Spa,"Tues-Fri 10am-8pm, Sat-Mon 10am-6pm",FALSE
Waxing - Belly,,Stomach,Waxing,Hair Removal,,10 to 15,Pampered Hands Salon,"Mon-Fri 9am-7pm, Sat 10am-5pm ",FALSE
Waxing - Stomach,,Stomach,Waxing,Hair Removal,,20,Polish Nail & Beauty Spa,Tues-Sun 10am-7pm,FALSE
Waxing - Abdomen,,Stomach,Sugaring,Hair Removal,,20+,JoJe Nail Spa,"Mon-Sat 10am-7:30pm, Sun 10am-7pm",FALSE
Brow & Lash Tinting,,,Package Deal,Hair,,42,Cocoon Urban Day Spa,"Tues-Fri 10am-8pm, Sat-Mon 10am-6pm",FALSE
Brow & Lash with Shape,,,Package Deal,Hair,,62,Cocoon Urban Day Spa,"Tues-Fri 10am-8pm, Sat-Mon 10am-6pm",FALSE
Insider's Special (Massage 60 min + Mani + Pedi),Need to call to book,,,Package Deal,126,180,Cocoon Urban Day Spa,"Tues-Fri 10am-8pm, Sat-Mon 10am-6pm",TRUE
The Million Dollar Hand Job,"Performed by three spa technicians, this decadent service includes our Deluxe Mani and Foot Fetish Fix, plus a soothing half hour Facial to make your skin silky smooth",,,Package Deal,160,170,Hand Job Spa,"Mon-Sat 10am-8pm, Sun 11am-7pm",TRUE
Our Always Popular Awards Package,"Warm Lotion Manicure, Warm Lotion Pedicure, and Eyebrow Shaping",,,Package Deal,65,75,Silk Day Spa,"Mon-Fri 9:30am-7:30pm, Sat 9am-7pm, Sun 10am-6pm",TRUE
Soothing Soy Milk Mani Pedi,"Pure & simple. These award-winning products are full of proteins and amino acids that will hydrate and regenerate your skin, a perfect service to nurture and soothe your hands and feet.",Specialty Mani Pedi,Mani Pedi,Nails,67,72,Vanity Beauty Lounge,Mon-Fri 11am-7pm,TRUE
European Facial With Exfoliation,"Helps maintain a healthy complexion incorporating European methods. A melody of nature's best: grapefruit, aloe vera or honey extract cleanses the skin. A gentle exfoliation brings instant radiance to the skin. thereafter, a customized ampoule, a relaxing facial masage and mask treatment, rejuvenates and iluminates the complexion.",Exfoliating Facial,Facial,Spa,,65,White Daisy Nail Spa,"Mon-Sat 9am-7pm, Sun 9:30am-6pm",FALSE
Detoxifying-Destress Treatment for Men,"Specifically created to answer the needs of a man’s skin. Special blends of Black Pepper and Frankin- cense essential oils combined with a series of relax- ing massage including the scalp, face neck and shoulders ensure a deep sense of wel being and relaxation. The skin is immediately bright, clean, soft and refreshed.",Men's Facial,Facial,Spa,,70,White Daisy Nail Spa,"Mon-Sat 9am-7pm, Sun 9:30am-6pm",FALSE
Active Contour Eye Treatment,"Ophthalmology tested all-nature treatment to soothe and refresh the eyes. This calming, anti- aging and revitalizing treatment uses special blends of ginseng, cornflower and chamomile to reduce puffines, diminish dark circles and create an overall feeling of relaxation. May be incorporated with any other facial services.",Antiaging Facial,Facial,Spa,,45,White Daisy Nail Spa,"Mon-Sat 9am-7pm, Sun 9:30am-6pm",FALSE
Professional Peeling Treatment,"Enjoy a gentle yet effective dual-action skin exfoliation, to reveal a softer, clearer complexion using an active combination of glycolic and salicylic acid that lifts away dead surface cells, renews skin cells and creates a smoother complexion.",Exfoliating Facial,Facial,Spa,,50,White Daisy Nail Spa,"Mon-Sat 9am-7pm, Sun 9:30am-6pm",FALSE
Hydroptimale THI3 3-Dimensional Auto Hydrating Treatment,"A delightful and relaxing treatment that actually teaches your skin to auto regulate its water balance and maintain its moisture reservoir. It offers a 3-dimensional intelligent program that will keep your skin soft and moist for hours. A thirst quenching mask and sensorial silk textured serums, indulge and caress your skin. Your mind, spirit and soul are swept away with an exclusive warning, soothing and relaxing coconing method.",Hydrating Facial,Facial,Spa,,90,White Daisy Nail Spa,"Mon-Sat 9am-7pm, Sun 9:30am-6pm",FALSE
 Vitamin C Aromatherapy Treatment,"Illuminate your complexion with a Vitamin C, anti- stress treatment, which creates a sensation of a tropical oasis filled with aromatic mandarin and lemon essences. Your skin receives the benefits of essential vitamins in conjunction with relaxing massage. To maintain the skin’s radiance, you will receive a special gift: a vitamin complex to apply at home for the next 10 days.",Vitamin C Facial,Facial,Spa,,55,White Daisy Nail Spa,"Mon-Sat 9am-7pm, Sun 9:30am-6pm",FALSE
Deluxe Mani ,"Epsom salt, lemon and essential oil water soak. Cucumber sugar scrub infused with vitamin oils. Premium hot stone massage with shea butter lotion. Hot towel wrap. Choice of paraffin wax or keratin gloves/booties",Specialty Manicure,Manicure,Nails,,35,Soubella Nails Spa,Tues-Sun 10am-7:30pm,FALSE
Deluxe Pedicure,"Cut, file, cuticle grooming, skin exfoliate with sugar scrubs (lavender/peppermint)  massage with lavender massage oil, philosophy body lotion will be apply to moisturize your skin, polish then cuticle treated with jojoba oil.",Base Pedicure,Pedicure,Nails,,29,SF Nail Bar,"Tues-Fri 11am-7:30pm, Sat-Sun 10am-7pm",FALSE
Pure Pomegranate Mani Pedi,"Loaded with antioxidants, this premium service is the perfect additive for your hands and toes. Not only will your skin look vibrant and healthy, you’ll also feel like a goddess.",Specialty Mani Pedi,Mani Pedi,Nails,82,86,Vanity Beauty Lounge,Mon-Fri 11am-7pm,TRUE
Manicure Plus,,Specialty Manicure,Manicure,Nails,,30,Sweeties Salon,"Wed-Sat 10:30am-7:30pm, Sun 10:30am-7pm, Mon 10:30am-7:30pm",FALSE
Warm Lotion Pedicure,,Base Pedicure,Pedicure,Nails,,35,Silk Day Spa,"Mon-Fri 9:30am-7:30pm, Sat 9am-7pm, Sun 10am-6pm",FALSE
Luxurious Lavender & Vanilla Candle Mani Pedi,"We light a fragrant soy candle at the beginning of your service, which later turns into a melted lotion which we smooth right onto your hands and feet. This relaxing aromatherapy service uses pure essential oils and natural raw ingredients to relax and balance the senses.",Specialty Mani Pedi,Mani Pedi,Nails,92,99,Vanity Beauty Lounge,Mon-Fri 11am-7pm,TRUE
Manicure with Paraffin wax,,Specialty Manicure,Manicure,Nails,,35,Sweeties Salon,"Wed-Sat 10:30am-7:30pm, Sun 10:30am-7pm, Mon 10:30am-7:30pm",FALSE
Ginger Lime Pedi,"An The treatment begins with a Shea Butter Salt,gently buff away dull skin cell and lea leaving your hands and feet perfectly polish and hydrated with body butter cream rub",Specialty Pedicure,Pedicure,Nails,,37,White Daisy Nail Spa,"Mon-Sat 9am-7pm, Sun 9:30am-6pm",FALSE
French Lavender Mani Pedi,"Enjoy the benifit of our traditional nail care and Shea Butter Salt Scrub, plus a triple dipping inwarm paraffin wax for extra moisturizing.",Specialty Mani Pedi,Mani Pedi,Nails,70,80,White Daisy Nail Spa,"Mon-Sat 9am-7pm, Sun 9:30am-6pm",TRUE
Manicure Gelacquer,,Specialty Manicure,Manicure,Nails,,30,White Daisy Nail Spa,"Mon-Sat 9am-7pm, Sun 9:30am-6pm",FALSE
Express Pedicure,,Base Pedicure,Pedicure,Nails,,25,Silk Day Spa,"Mon-Fri 9:30am-7:30pm, Sat 9am-7pm, Sun 10am-6pm",FALSE
Vanila L'Orange Mani Pedi,"Complete grooming including butter scrub, warmbuttered finger or toes, mas",Specialty Mani Pedi,Mani Pedi,Nails,60,65,White Daisy Nail Spa,"Mon-Sat 9am-7pm, Sun 9:30am-6pm",TRUE
Dipping Powder,,Dipping Powder Full-Set,Dipping Powder,Nails,,50,Sutter Nails,"Mon-Sat 9:30am-7:30pm, Sun 9:30am-7pm",FALSE
Vanity Signature Facial,"The ultimate in relaxation and results. Our deep cleansing signature facial is an extended treatment that nurtures the skin and pampers the body with a gentle neck, shoulder, arm, and hand massage. This service includes a choice of paraffin on the hands or feet.",Hydrating Facial,Facial,Spa,,121,Vanity Beauty Lounge,Mon-Fri 11am-7pm,FALSE
Waxing - Belly,,Stomach,Waxing,Hair Removal,,10,Rosy Heels,Mon-Sat 9:30am-7pm,FALSE
Waxing - Stomach,,Stomach,Waxing,Hair Removal,,20,SF Nail Bar,"Tues-Fri 11am-7:30pm, Sat-Sun 10am-7pm",FALSE
Waxing - Stomach,,Stomach,Waxing,Hair Removal,,20,The  Nail Room,"Mon-Fri 10:30am-7pm, Sat-Sun 10am-7pm",FALSE
Waxing - Stomach,,Stomach,Waxing,Hair Removal,,15+,Polished Nest,"Tues-Fri 11am-7pm, Sat-Sun 10am-6pm",FALSE
Waxing - Underarms,,Underarm,Waxing ,Hair Removal,,12+,Boniva Nail Spa,"Tues-Sat 10am - 7pm, Sun 10am-6pm",FALSE
Waxing - Underarms,,Underarm,Waxing,Hair Removal,,16,Cascade Nail & Spa,"Mon-Fri 10am-7:30pm, Sat-Sun 10am-7pm ",FALSE
Waxing - Underarms,,Underarm,Waxing,Hair Removal,,15,Castro Nail Salon,Mon-Sun 10am-7pm,FALSE
Waxing - Underarms (20% off first time),Need to show coupon from their website: http://cityfamousnailspa.com/coupon-2/,Underarm,Waxing,Hair Removal,12,15,City Famous Nail Spa,Mon-Sat 10am-7pm,TRUE
Women's Wax - Underarm,,Underarm,Waxing,Hair Removal,,18,Cocoon Urban Day Spa,"Tues-Fri 10am-8pm, Sat-Mon 10am-6pm",FALSE
Waxing - Underarms,,Underarm,Waxing,Hair Removal,,12,Diane Nails Care,"Mon-Fri 10:30am-8pm, Sat 10am-7:30pm, Sun 10am-7pm",FALSE
Waxing - Underarms,,Underarm,Waxing,Hair Removal,,12,Doan's Nail,Mon-Sat 10am-7pm,FALSE
Waxing - Underarms,,Underarm,Waxing,Hair Removal,,15,Elegant Nails Salon,Mon - Sun 9am-7:30pm,FALSE
Waxing - Underarms,,Underarm,Waxing,Hair Removal,,15,Fingertips Nail Salon,Mon - Sat 9:30am-7:30am,FALSE
Waxing - Underarms,,Underarm,Waxing,Hair Removal,,15,Four Seasons Nail & Spa,"Mon-Sat 9:30am-7:30pm, Sun 9:30AM-6:30pm",FALSE
Waxing - Underarms,,Underarm,Waxing,Hair Removal,,12,Gelous Nails,"Mon-Sat 9:30am-7:30pm, Sun 10am-7pm",FALSE
Waxing - Underarms,,Underarm,Waxing,Hair Removal,,15,Green Spa & Nail,"Mon-Sat 10am-7:30pm, Sun 10am-7pm",FALSE
Waxing - Underarms,,Underarm,Waxing,Hair Removal,,15,Haight Street Nails,"Mon-Tues 10:30am-7pm. Wed-Sat 10:30am-7:30pm, Sun 10:30am-6:30pm",FALSE
Brow Tint,,Tinting,Eyebrow,Hair,,17,Vanity Beauty Lounge,Mon-Fri 11am-7pm,FALSE
Lash Tint,,Tinting,Eyelash,Hair,,26,Vanity Beauty Lounge,Mon-Fri 11am-7pm,FALSE
Brow & Lash Package,,,Package Deal,Hair,,39,Vanity Beauty Lounge,Mon-Fri 11am-7pm,FALSE
Signature Massage (80 min),"After a one on one consultation, your therapist will design the perfect massage for you combining Swedish, reflexology and deep tissue to meet your exact needs.",Swedish Massage,Massage,Spa,,145,Mizu Spa,"Tues-Thurs 11am-7pm, Fri-Sat 10am-7pm, Sun 10am-6pm",FALSE
Classic Massage (50 min),"This traditional Swedish massage uses light to medium pressure to promote relaxation, relieve tension, soothe muscles, and improve circulation to create a sense of well-being. ",Swedish Massage,Massage,Spa,,110,Mizu Spa,"Tues-Thurs 11am-7pm, Fri-Sat 10am-7pm, Sun 10am-6pm",FALSE
Classic Massage (80 min),"This traditional Swedish massage uses light to medium pressure to promote relaxation, relieve tension, soothe muscles, and improve circulation to create a sense of well-being.",Swedish Massage,Massage,Spa,,145,Mizu Spa,"Tues-Thurs 11am-7pm, Fri-Sat 10am-7pm, Sun 10am-6pm",FALSE
Deluxe Manicure,,Specialty Manicure,Manicure,Nails,,20,Tootsie Toes,"Mon-Sat 10am-7:30pm, Sun 10am-7pm",FALSE
Soothing Soy Milk Manicure,"Pure & simple. These award-winning products are full of proteins and amino acids that will hydrate and regenerate your skin, a perfect service to nurture and soothe your hands and feet.",Specialty Manicure,Manicure,Nails,,31,Vanity Beauty Lounge,Mon-Fri 11am-7pm,FALSE
Basic Pedicure,"Relax your feet in a tender bath blend with essential oil and Hawaiian sea salt. Sit back and relax with our state-of-the-art whirlpool spa and multi-function deluxe luxury massage chairs. Trimming, shaping toenails, pushing and nipping cuticles included. We gently apply a gel scrub to remove dead skin then scrub the heals with callus eliminator. We provide a gentle massage with warm lotion and end either with a shiny buff or a nail polish of your choice. ",Base Pedicure,Pedicure,Nails,,25,Simply Unique Nails,"Mon-Fri 10am-8pm, Sat 10am-7pm, Sun 11am-6:30pm",FALSE
Soubella Pedi,Hot stone massage with shea butter lotion,Base Pedicure,Pedicure,Nails,,30,Soubella Nails Spa,Tues-Sun 10am-7:30pm,FALSE
Pedicure,,Base Pedicure,Pedicure,Nails,,30,Sweeties Salon,"Wed-Sat 10:30am-7:30pm, Sun 10:30am-7pm, Mon 10:30am-7:30pm",FALSE
Fix Nail,,Nail Repair,Acrylic,Nails,,45+,Sunset Nails,"Mon-Fri 10am-7pm, Sun 10am-6pm",FALSE
Buffer,,Add-on,Acrylic,Nails,,2,Pampered Hands Salon,"Mon-Fri 9am-7pm, Sat 10am-5pm ",FALSE
Waxing - Underarms,,Underarm,Waxing,Hair Removal,,20,Hand Job Spa,"Mon-Sat 10am-8pm, Sun 11am-7pm",FALSE
Extra Callus Treatment,,Callus Removal,Add-on,Nails,,10,Oliviana Nail Spa,Mon-Sun 9am-9pm,FALSE
Polish Change,,Polish Change Hands,Polish Change,Nails,,5+,Sunset Nails,"Mon-Fri 10am-7pm, Sun 10am-6pm",FALSE
Callus Removal,,Callus Removal,Add-on,Nails,,6,Pampered Hands Salon,"Mon-Fri 9am-7pm, Sat 10am-5pm ",FALSE
Callus Treatment,,Callus Removal,Add-on,Nails,,7,Pearly Nails,"Mon 10am-7pm, Wed-Sun 10am-7pm",FALSE
Waxing - Underarms,,Underarm,Waxing,Hair Removal,,12,JoJe Nail Spa,"Mon-Sat 10am-7:30pm, Sun 10am-7pm",FALSE
Waxing - Underarms,,Underarm,Waxing,Hair Removal,,15,KT Nails,Wed-Mon 10am-7:30pm,FALSE
Waxing - Underarms,,Underarm,Waxing,Hair Removal,,20,La Petite Nail Shop,"Mon 11am-7pm, Tues 10am-7pm, Wed 11am-7pm, Thurs-Sun 10am-7pm",FALSE
Waxing - Underarms,,Underarm,Waxing,Hair Removal,,15,Lotus Nail Salon,"Mon-Sat 10am-7:30pm, Sun 10:30am-7pm",FALSE
Waxing - Underarms,,Underarm,Waxing,Hair Removal,,12,Mani-Pedi Beauty Spa,"Mon-Sat 10am-7:30pm, Sun 10am-7pm",FALSE
Waxing - Underarms,,Underarm,Waxing,Hair Removal,,13,Nail Today,"Mon-Sat 9:30am-7:30pm, Sun 10am-7pm",FALSE
Waxing - Underarms,,Underarm,Waxing,Hair Removal,,15,Nali Nails & Spa,"Mon-Sat 9:30am-7:30pm, Sun 10am-7pm",FALSE
Waxing - Underarm,,Underarm,Waxing,Hair Removal,,12+,Oliviana Nail Spa,Mon-Sun 9am-9pm,FALSE
Waxing - Under arm,,Underarm,Waxing,Hair Removal,,15,Pampered Hands Salon,"Mon-Fri 9am-7pm, Sat 10am-5pm ",FALSE
Waxing - Under arm,,Underarm,Waxing,Hair Removal,,12,Pearly Nails,"Mon 10am-7pm, Wed-Sun 10am-7pm",FALSE
Waxing - Underarms,,Underarm,Waxing,Hair Removal,,18,Polish Nail & Beauty Spa,Tues-Sun 10am-7pm,FALSE
Pure Pomegranate Manicure,"Loaded with antioxidants, this premium service is the perfect additive for your hands and toes. Not only will your skin look vibrant and healthy, you’ll also feel like a goddess.",Specialty Manicure,Manicure,Nails,,38,Vanity Beauty Lounge,Mon-Fri 11am-7pm,FALSE
